"","iso","name","lat","long","family","macroarea","country","tones","happyPlanetIndex","dailyCalories","freedomPress","rainfall","percentForest","inventory","distanceFromCapeTown"
"1757","pcm","Nigerian Pidgin",6.5,3.333333333,"other","Africa","NGA",2,22.2,2700,3741,1150,7.678118515,32,4769.144357
"1758","nag","Naga Pidgin",25.66666667,94,"other","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,47,10364.19875
"1764","ncg","Nisgha",55,-130,"Penutian","North America","CAN",0,23.9,3494,1528,537,38.16667052,42,16641.67487
"1770","niy","Ngiti",1.333333333,30.25,"Central Sudanic","Africa","COD",7,18.8,NA,516,1543,67.3024415,56,4112.203775
"1772","ntm","Nateni",10.5,1.166666667,"Niger-Congo","Africa","BEN",3,13.4,2619,3016,1039,38.23164243,40,5267.448301
"1773","nto","Ntomba",-2,18.33333333,"Niger-Congo","Africa","COD",0,18.8,NA,516,1543,67.3024415,30,3551.05583
"1774","yrk","Nenets (Tundra)",70,76,"Uralic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,69,12441.8072
"1775","nxl","Nuaulu",-3.25,129.1666667,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,17,11698.59288
"1776","kcn","Nubi",0.666666667,32.08333333,"other","Africa","UGA",0,19.4,2130,3677,1180,10.35806902,35,4103.69672
"1777","nus","Nuer",8.333333333,32,"Eastern Sudanic","Africa","ETH",0,26.7,2131,5017,848,12.499,96,4913.920012
"1778","nuy","Nunggubuyu",-13.75,135.6666667,"Gunwinyguan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,47,11530.96992
"1779","mbr","Nukak",2.5,-71.5,"Cacua-Nukak","South America","COL",0,40.7,2804,4103,3240,52.72802163,24,10158.82768
"1780","nut","Nung (in Vietnam)",21.91666667,106.4166667,"Tai-Kadai","Eurasia","VNM",0,40.3,2745,7505,1821,47.64408037,32,11172.90318
"1781","nup","Nupe",9.166666667,5.416666667,"Niger-Congo","Africa","NGA",5,22.2,2700,3741,1150,7.678118515,38,4986.088567
"1783","noo","Nuuchahnulth",49.66666667,-126.6666667,"Wakashan","North America","CAN",0,23.9,3494,1528,537,38.16667052,136,16682.33566
"1784","niv","Nivkh (South Sakhalin)",47,142.5,"Nivkh","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,79,15181.68797
"1785","new","Newar (Dolakha)",27.33333333,86,"Sino-Tibetan","Eurasia","NPL",0,30.5,2673,3205,1500,25.3644925,32,9851.892372
"1787","nyp","Nyangi",3.416666667,33.58333333,"Eastern Sudanic","Africa","UGA",0,19.4,2130,3677,1180,10.35806902,25,4447.585094
"1792","nym","Nyamwezi",-5,33,"Niger-Congo","Africa","TZA",3,22.1,2208,3065,1071,51.99819372,53,3552.155713
"1794","nna","Nyangumarda",-20,121,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,27,9876.135812
"1801","ann","Obolo",4.583333333,7.833333333,"Niger-Congo","Africa","NGA",3,22.2,2700,3741,1150,7.678118515,37,4425.535976
"1802","oca","Ocaina",-2.75,-71.75,"Huitotoan","South America","PER",2,34.6,2700,3027,1738,57.79140625,107,9856.049684
"1805","ogb","Ogbia",4.666666667,6.25,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,34,4479.191335
"1809","ojg","Ojibwa (Eastern)",46,-80,"Algic","North America","CAN",0,23.9,3494,1528,537,38.16667052,54,13244.38711
"1815","oku","Oku",6.25,10.5,"Niger-Congo","Africa","CMR",4,16.7,2671,4092,1604,39.80453132,29,4545.935883
"1818","plo","Olutec",17.95,-95,"Mixe-Zoque","North America","MEX",0,40.7,3072,4891,758,33.97206718,32,13243.60103
"1819","omg","Omagua",-4,-73.5,"Tupian","South America","PER",0,34.6,2700,3027,1738,57.79140625,18,9939.669728
"1822","one","Oneida",43,-75.66666667,"Iroquoian","North America","USA",0,20.7,3682,2373,715,33.89972254,22,12800.58456
"1824","oon","Onge",10.75,92.41666667,"South Andamanese","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,24,9239.59466
"1827","ood","O'odham",32,-112,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,53,15435.1456
"1828","ema","Emai",7.083333333,5.916666667,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,48,4748.054777
"1829","gax","Oromo (Boraana)",4.5,38.5,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,36,4766.016529
"1832","ore","Orejón",-2.833333333,-72.5,"Tucanoan","South America","PER",0,34.6,2700,3027,1738,57.79140625,20,9920.02636
"1833","hae","Oromo (Harar)",9,42,"Afro-Asiatic","Africa","ETH",2,26.7,2131,5017,848,12.499,60,5384.307311
"1837","oru","Ormuri",32.5,69.75,"Indo-European","Eurasia","PAK",0,31.5,2440,4324,494,1.909506019,31,9132.037429
"1843","oss","Ossetic",43,44,"Indo-European","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,39,8942.950109
"1844","ote","Otomí (Mezquital)",20.16666667,-99.16666667,"Oto-Manguean","North America","MEX",3,40.7,3072,4891,758,33.97206718,58,13746.20395
"1850","ori","Oriya",21,85,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,43,9321.445743
"1852","pac","Pacoh",16.41666667,107.0833333,"Austro-Asiatic","Eurasia","VNM",0,40.3,2745,7505,1821,47.64408037,33,10900.1351
"1854","pbb","Páez",2.666666667,-76,"Páezan","South America","COL",0,40.7,2804,4103,3240,52.72802163,125,10584.39725
"1860","pan","Panjabi",31,74,"Indo-European","Eurasia","IND",3,29.2,2459,4324,1083,23.77311911,124,9278.551492
"1863","pad","Paumarí",-6,-64,"Arauan","South America","BRA",0,34.3,3263,312,1761,59.04878358,28,8940.490865
"1868","pay","Pech",15,-85.5,"Chibchan","North America","HND",0,27.2,2641,4523,1976,41.04030744,28,12203.40143
"1869","aoc","Pemon",5.333333333,-62,"Cariban","South America","VEN",0,33.6,2631,4603,2044,52.92557111,38,9464.718236
"1870","peg","Pengo",19.83333333,83.83333333,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,32,9144.79432
"1871","pip","Pero",9.583333333,11,"Afro-Asiatic","Africa","NGA",2,22.2,2700,3741,1150,7.678118515,30,4902.615426
"1872","plg","Pilagá",-25,-60,"Guaicuruan","South America","ARG",0,35.2,3229,2605,591,9.906858285,44,7479.755656
"1874","pww","Phlong",15,99,"Sino-Tibetan","Eurasia","THA",5,37.3,2784,4431,1622,32.09888626,89,10094.91047
"1875","pid","Piaroa",5,-67,"Sáliban","South America","VEN",0,33.6,2631,4603,2044,52.92557111,30,9900.382104
"1879","pib","Piro",-11,-73.5,"Arawakan","South America","PER",0,34.6,2700,3027,1738,57.79140625,52,9505.748972
"1884","pko","Pokot",1.5,35.5,"Eastern Sudanic","Africa","KEN",3,24.2,2206,3082,630,7.753803985,39,4326.213973
"1889","plu","Palikur",3,-51,"Arawakan","South America","BRA",0,34.3,3263,312,1761,59.04878358,24,8321.151865
"1891","fap","Palor",14.83333333,-16.75,"Niger-Congo","Africa","SEN",0,21.9,2456,2561,686,42.96992676,43,6579.388749
"1894","pej","Pomo (Northern)",39.33333333,-123.5,"Hokan","North America","USA",0,20.7,3682,2373,715,33.89972254,39,16595.59916
"1897","pbr","Pangwa",-10,34.75,"Niger-Congo","Africa","TZA",0,22.1,2208,3065,1071,51.99819372,35,3139.086985
"1898","pag","Pangasinan",15.91666667,120.3333333,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,21,12071.269
"1899","pao","Paiute (Northern)",42,-118,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,24,16139.73217
"1900","pbh","Panare",6.5,-66,"Cariban","South America","VEN",0,33.6,2631,4603,2044,52.92557111,45,9902.795147
"1902","kre","Panará",-10,-55,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,26,7867.141364
"1906","pbi","Podoko",11,14.08333333,"Afro-Asiatic","Africa","CMR",0,16.7,2671,4092,1604,39.80453132,35,5018.079543
"1910","pol","Polish",52,20,"Indo-European","Eurasia","POL",0,27.5,3451,2659,600,30.81420033,37,9558.689177
"1912","por","Portuguese",39,-8,"Indo-European","Eurasia","PRT",0,24.8,3477,1417,854,34.735716,38,8556.207704
"1915","pio","Piapoco",4,-69.5,"Arawakan","South America","COL",0,40.7,2804,4103,3240,52.72802163,19,10067.69302
"1918","pab","Paresi",-14,-57.5,"Arawakan","South America","BRA",0,34.3,3263,312,1761,59.04878358,19,7861.799715
"1919","pci","Parji (Dravidian)",19.5,82.5,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,31,9014.703075
"1921","myp","Pirahã",-7,-62,"Mura","South America","BRA",0,34.3,3263,312,1761,59.04878358,22,8694.724676
"1925","pes","Persian",32,54,"Indo-European","Eurasia","IRN",0,24,3094,6071,228,6.564490778,60,8224.751372
"1926","pir","Piratapuyo",0.333333333,-69.5,"Tucanoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,24,9839.788293
"1927","pst","Pashto",33,67,"Indo-European","Eurasia","PAK",0,31.5,2440,4324,494,1.909506019,76,9009.479787
"1931","pom","Pomo (Southeastern)",39,-122.5,"Hokan","North America","USA",0,20.7,3682,2373,715,33.89972254,70,16507.80199
"1935","pck","Paite",24,93.16666667,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,25,10186.13543
"1937","lae","Pattani",32.75,76.75,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,44,9599.25103
"1939","pui","Puinave",4,-68,"Puinave","South America","COL",0,40.7,2804,4103,3240,52.72802163,19,9929.757103
"1940","prk","Parauk",23.25,99.5,"Austro-Asiatic","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,77,10662.17461
"1945","tsz","Purépecha",19.5,-101.6666667,"Tarascan","North America","MEX",0,40.7,3072,4891,758,33.97206718,71,13941.7833
"1946","ute","Paiute (Southern)",37.83333333,-113.3333333,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,37,15699.90541
"1948","aar","Qafar",12,42,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,27,5684.782645
"1950","alc","Qawasqar",-49,-75,"Alacalufan","South America","CHL",0,31.7,2979,2269,1522,23.8523695,67,7466.451819
"1951","quy","Quechua (Ayacucho)",-14,-74,"Quechuan","South America","PER",0,34.6,2700,3027,1738,57.79140625,17,9366.110684
"1952","quh","Quechua (Bolivian)",-20,-66,"Quechuan","South America","BOL",0,23.3,2256,3245,1146,50.55294009,73,8290.516332
"1953","qvc","Quechua (Cajamarca)",-7,-78.5,"Quechuan","South America","PER",0,34.6,2700,3027,1738,57.79140625,22,10209.98002
"1954","quc","Quiché",15,-91.41666667,"Mayan","North America","GTM",0,34.2,2419,3617,1996,33.03471445,32,12748.33137
"1955","quh","Quechua (Cochabamba)",-17.5,-66,"Quechuan","South America","BOL",0,23.3,2256,3245,1146,50.55294009,73,8435.067304
"1956","quz","Quechua (Cuzco)",-14.5,-71,"Quechuan","South America","PER",0,34.6,2700,3027,1738,57.79140625,31,9065.180374
"1957","qug","Quechua (Ecuadorean)",-1,-79,"Quechuan","South America","ECU",0,37,2344,3056,2274,50.52295056,36,10632.76319
"1958","qvh","Quechua (Huallaga)",-9.5,-75.5,"Quechuan","South America","PER",0,34.6,2700,3027,1738,57.79140625,31,9780.495003
"1960","qvi","Quechua (Imbabura)",0.333333333,-78,"Quechuan","South America","ECU",0,37,2344,3056,2274,50.52295056,20,10623.96368
"1961","qvn","Quechua (Tarma)",-11.41666667,-75.75,"Quechuan","South America","PER",0,34.6,2700,3027,1738,57.79140625,72,9683.76319
"1962","yum","Quechan",32.83333333,-114.3333333,"Hokan","North America","USA",0,20.7,3682,2373,715,33.89972254,38,15671.19759
"1963","qui","Quileute",47.91666667,-124.25,"Chimakuan","North America","USA",0,20.7,3682,2373,715,33.89972254,37,16564.22573
"1964","qum","Sipakapense",15.25,-91.75,"Mayan","North America","GTM",0,34.2,2419,3617,1996,33.03471445,32,12793.31358
"1968","rma","Rama",11.75,-83.75,"Chibchan","North America","NIC",0,38.7,2638,3041,2280,25.87668273,28,11852.31455
"1977","bfw","Remo",18,82,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,67,8865.584727
"1978","rel","Rendille",2,37.5,"Afro-Asiatic","Africa","KEN",2,24.2,2206,3082,630,7.753803985,33,4467.012107
"1979","rgr","Resígaro",-2.416666667,-71.5,"Arawakan","South America","COL",0,40.7,2804,4103,3240,52.72802163,72,9853.671857
"1980","tnc","Retuarã",-0.5,-70.66666667,"Tucanoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,21,9895.709622
"1981","rng","Ronga",-26,32.5,"Niger-Congo","Africa","MOZ",0,23.7,2283,3112,1032,48.24639487,69,1615.181217
"1982","jya","rGyalrong (Caodeng)",31.66666667,101.75,"Sino-Tibetan","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,57,11365.04233
"1985","rkb","Rikbaktsa",-11.83333333,-57.5,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,28,7988.759912
"1993","run","Rundi",-3.5,30,"Niger-Congo","Africa","BDI",2,15.6,NA,5526,1274,10.74766355,29,3590.555872
"1997","nyn","Runyankore",-0.5,30.5,"Niger-Congo","Africa","UGA",0,19.4,2130,3677,1180,10.35806902,28,3925.246572
"1998","ron","Romanian",46,25,"Indo-European","Eurasia","ROU",0,28.8,3358,2365,637,29.82006259,63,8914.614432
"2003","bod","Rang Pas",30.33333333,79.33333333,"Sino-Tibetan","Eurasia","NPL",6,30.5,2673,3205,1500,25.3644925,38,9587.626852
"2015","rus","Russian",56,38,"Indo-European","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,76,10173.31802
"2016","rut","Rutul",41.5,47.41666667,"Nakh-Daghestanian","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,64,8897.651547
"2021","snv","Sa'ban",3.666666667,115.6666667,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,72,10906.4243
"2033","pos","Sayula Popoluca",17.83333333,-95,"Mixe-Zoque","North America","MEX",0,40.7,3072,4891,758,33.97206718,25,13237.22205
"2034","slc","Sáliba (in Colombia)",6,-70,"Sáliban","South America","COL",0,40.7,2804,4103,3240,52.72802163,62,10237.87279
"2036","str","Saanich",48.58333333,-123.4166667,"Salishan","North America","CAN",0,23.9,3494,1528,537,38.16667052,83,16487.33831
"2038","sma","Saami (Central-South)",64.66666667,16.75,"Uralic","Eurasia","SWE",0,28,3179,831,624,68.92293339,45,10967.34208
"2039","snd","Sindhi",26,69,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,115,8538.494187
"2040","sad","Sandawe",-5,35,"Sandawe","Africa","TZA",5,22.1,2208,3065,1071,51.99819372,118,3644.42969
"2042","kpz","Sebei",1.333333333,34.58333333,"Eastern Sudanic","Africa","UGA",0,19.4,2130,3677,1180,10.35806902,26,4270.333628
"2043","sey","Secoya",-0.333333333,-76,"Tucanoan","South America","PER",0,34.6,2700,3027,1738,57.79140625,44,10398.12009
"2044","sed","Sedang",14.83333333,108,"Austro-Asiatic","Eurasia","VNM",0,40.3,2745,7505,1821,47.64408037,108,10886.19862
"2046","ona","Selknam",-53,-70,"Chon","South America","ARG",0,35.2,3229,2605,591,9.906858285,29,6968.279298
"2047","nsm","Sema",26,94.5,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,46,10426.49085
"2049","sei","Seri",29,-112,"Hokan","North America","MEX",0,40.7,3072,4891,758,33.97206718,25,15330.92012
"2056","str","Songish",48.45,-123.3333333,"Salishan","North America","CAN",0,23.9,3494,1528,537,38.16667052,83,16484.70166
"2059","sbf","Shabo",7.583333333,35.41666667,"Shabo","Africa","ETH",2,26.7,2131,5017,848,12.499,43,4952.488806
"2062","bod","Shigatse",29,89,"Sino-Tibetan","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,38,10197.01394
"2063","mcd","Sharanahua",-11,-70,"Panoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,23,9186.93943
"2064","shb","Shiriana",3.5,-62.83333333,"Yanomam","South America","BRA",0,34.3,3263,312,1761,59.04878358,43,9424.714208
"2065","shp","Shipibo-Konibo",-7.5,-75,"Panoan","South America","PER",0,34.6,2700,3027,1738,57.79140625,24,9859.526707
"2068","sna","Shona",-18,31,"Niger-Congo","Africa","ZWE",0,22.1,2110,4053,657,36.35000646,42,2168.119166
"2072","sht","Shasta",41.83333333,-122.6666667,"Hokan","North America","USA",0,20.7,3682,2373,715,33.89972254,21,16525.99474
"2074","shs","Shuswap",52,-120,"Salishan","North America","CAN",0,23.9,3494,1528,537,38.16667052,44,16159.58423
"2075","sjw","Shawnee",40,-83,"Algic","North America","USA",0,20.7,3682,2373,715,33.89972254,19,13235.15245
"2078","sid","Sidaama",6.666666667,38.5,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,35,4985.680267
"2082","snn","Siona",0.333333333,-76.25,"Tucanoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,60,10462.64635
"2090","suk","Sukuma",-2.833333333,32,"Niger-Congo","Africa","TZA",5,22.1,2208,3065,1071,51.99819372,57,3734.300992
"2091","guh","Sikuani",6.25,-71.5,"Guahiban","South America","COL",0,40.7,2804,4103,3240,52.72802163,64,10391.15043
"2092","skv","Skou",-2.666666667,140.9166667,"Skou","Papunesia","IDN",3,35.7,2777,3968,2702,50.23819118,23,12768.0878
"2093","sel","Selkup",65,82,"Uralic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,34,12287.90378
"2099","ndi","Samba Leko",8.5,12.5,"Niger-Congo","Africa","NGA",3,22.2,2700,3741,1150,7.678118515,34,4760.209817
"2101","slv","Slovene",46,15,"Indo-European","Eurasia","SVN",0,24.6,3168,2169,1162,61.96623635,37,8896.734424
"2107","sif","Seme",11,-4.916666667,"Niger-Congo","Africa","BFA",5,17.9,2720,2333,748,19.55409357,41,5573.25139
"2109","sza","Semelai",3,103,"Austro-Asiatic","Eurasia","MYS",0,30.3,2916,4741,2875,67.55440572,50,9697.545675
"2113","scl","Shina",36,74,"Indo-European","Eurasia","PAK",0,31.5,2440,4324,494,1.909506019,48,9682.707877
"2114","see","Seneca",42.5,-77.5,"Iroquoian","North America","USA",0,20.7,3682,2373,715,33.89972254,46,12915.58771
"2115","sef","Senadi",9.5,-6.25,"Niger-Congo","Africa","CIV",6,14.4,2799,3008,1348,32.70754717,117,5488.226086
"2117","sin","Sinhala",7,80.5,"Indo-European","Eurasia","LKA",0,33.8,2539,4137,1712,33.00908946,89,7950.511455
"2118","xsu","Sanuma",4.5,-64.66666667,"Yanomam","South America","BRA",0,34.3,3263,312,1761,59.04878358,79,9655.367784
"2119","snk","Soninke",15,-10.5,"Mande","Africa","CIV",11,14.4,2799,3008,1348,32.70754717,141,6245.199589
"2121","set","Sentani",-2.583333333,140.5833333,"Sentani","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,34,12745.40061
"2122","teu","So",2.583333333,34.75,"Eastern Sudanic","Africa","UGA",0,19.4,2130,3677,1180,10.35806902,28,4406.402893
"2124","gru","Soddo",8.5,38.5,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,82,5172.729251
"2128","str","Sooke",48.33333333,-123.75,"Salishan","North America","CAN",0,23.9,3494,1528,537,38.16667052,83,16517.60754
"2129","sqt","Soqotri",12.5,54,"Afro-Asiatic","Africa","YEM",0,22.8,2223,6223,167,1.039831809,34,6389.741379
"2130","srb","Sora",20,84.33333333,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,31,9196.662114
"2132","spa","Spanish",40,-4,"Indo-European","Eurasia","ESP",0,36,3174,2051,636,36.81850894,50,8539.325692
"2133","spa","Spanish (Canary Islands)",28,-15.58333333,"Indo-European","Eurasia","ESP",0,36,3174,2051,636,36.81850894,50,7763.714059
"2134","bod","Spitian",32.25,78,"Sino-Tibetan","Eurasia","IND",6,29.2,2459,4324,1083,23.77311911,38,9643.725928
"2135","spo","Spokane",47.66666667,-117.75,"Salishan","North America","USA",0,20.7,3682,2373,715,33.89972254,43,16090.36599
"2137","squ","Squamish",49.66666667,-123.1666667,"Salishan","North America","CAN",0,23.9,3494,1528,537,38.16667052,37,16440.72539
"2142","kpm","Sre",11.5,108,"Austro-Asiatic","Eurasia","VNM",0,40.3,2745,7505,1821,47.64408037,37,10682.71319
"2143","sri","Siriano",0.75,-70.16666667,"Tucanoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,23,9927.180189
"2146","srq","Sirionó",-15.58333333,-64,"Tupian","South America","BOL",0,23.3,2256,3245,1146,50.55294009,86,8365.389403
"2148","ser","Serrano",34.5,-117,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,42,15954.70583
"2149","slu","Selaru",-8.2,131,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,19,11527.04382
"2151","sld","Sisaala",10.83333333,-2.666666667,"Niger-Congo","Africa","GHA",2,21.4,3016,1841,1187,41.03454338,93,5455.094792
"2152","bwo","Shinassha",10.41666667,36.16666667,"Afro-Asiatic","Africa","ETH",3,26.7,2131,5017,848,12.499,55,5276.731609
"2154","str","Salish (Samish Straits)",48.58333333,-122.5833333,"Salishan","North America","USA",0,20.7,3682,2373,715,33.89972254,83,16427.53731
"2155","str","Salish (Straits)",48.75,-123.25,"Salishan","North America","USA",0,20.7,3682,2373,715,33.89972254,83,16471.17736
"2158","sat","Santali",24.5,87,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,46,9727.948542
"2161","sbs","Subiya",-17.75,24.91666667,"Niger-Congo","Africa","NAM",0,21.6,2171,2024,285,8.404086045,51,1911.709905
"2165","swi","Sui",26,107.5,"Tai-Kadai","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,54,11506.97453
"2169","sun","Sundanese",-7,107,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,26,9446.051994
"2172","sus","Susu",10,-13,"Mande","Africa","GIN",0,15.9,2566,319,1651,25.89939769,35,5906.504359
"2178","swh","Swahili",-6.5,39,"Niger-Congo","Africa","TZA",0,22.1,2208,3065,1071,51.99819372,73,3713.099804
"2179","swe","Swedish",60,15,"Indo-European","Eurasia","SWE",0,28,3179,831,624,68.92293339,35,10452.02382
"2183","swe","Swedish (Västerbotten)",64.25,19.75,"Indo-European","Eurasia","SWE",0,28,3179,831,624,68.92293339,35,10920.64144
"2186","mky","Taba",0,127.5,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,84,11760.87926
"2187","tna","Tacana",-13.5,-68,"Tacanan","South America","BOL",0,23.3,2256,3245,1146,50.55294009,44,8853.276121
"2189","tgl","Tagalog",15,121,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,75,12079.59047
"2191","thv","Tuareg (Air)",19,9,"Afro-Asiatic","Africa","NER",0,16.8,2547,274,151,0.901555222,37,5971.029792
"2195","taj","Tamang (Eastern)",27.5,85.66666667,"Sino-Tibetan","Eurasia","NPL",0,30.5,2673,3205,1500,25.3644925,29,9838.579058
"2196","tan","Tangale",9.75,11.33333333,"Afro-Asiatic","Africa","NGA",2,22.2,2700,3741,1150,7.678118515,60,4915.440522
"2200","tae","Tariana",1,-69.16666667,"Arawakan","South America","BRA",0,34.3,3263,312,1761,59.04878358,38,9850.46392
"2201","shi","Tashlhiyt",31,-5,"Afro-Asiatic","Africa","MAR",0,32.7,3403,4313,346,12.61931436,68,7628.255772
"2202","txx","Tatana'",5.5,115.5,"Austronesian","Papunesia","MYS",0,30.3,2916,4741,2875,67.55440572,21,11004.04059
"2215","tuq","Tubu",16,15,"Saharan","Africa","NER",0,16.8,2547,274,151,0.901555222,35,5565.02872
"2219","tcx","Toda",11.41666667,76.75,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,53,7957.654351
"2220","bod","Tibetan (Dingri)",28.5,86.5,"Sino-Tibetan","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,38,9972.690045
"2221","bod","Tibetan (Drokpa)",32.25,81.25,"Sino-Tibetan","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,38,9866.192764
"2223","tee","Tepehua (Huehuetla)",20.5,-98,"Totonacan","North America","MEX",0,40.7,3072,4891,758,33.97206718,36,13656.10909
"2224","teh","Tehuelche",-48,-68,"Chon","South America","ARG",0,35.2,3229,2605,591,9.906858285,66,7040.348258
"2225","tel","Telugu",16,79,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,162,8479.153317
"2226","kdh","Tem",8.666666667,0.5,"Niger-Congo","Africa","GHA",2,21.4,3016,1841,1187,41.03454338,36,5101.298743
"2229","tpt","Tepehua (Tlachichilco)",20.58333333,-98.25,"Totonacan","North America","MEX",0,40.7,3072,4891,758,33.97206718,34,13683.4613
"2230","ttr","Tera",11,11.83333333,"Afro-Asiatic","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,48,5045.423045
"2233","tew","Tewa (Arizona)",35.83333333,-110.4166667,"Kiowa-Tanoan","North America","USA",4,20.7,3682,2373,715,33.89972254,57,15402.18932
"2239","tsj","Tshangla",27.83333333,92.16666667,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,37,10362.42276
"2245","tha","Thai",16,101,"Tai-Kadai","Eurasia","THA",6,37.3,2784,4431,1622,32.09888626,75,10334.42138
"2246","tcz","Thadou",24.41666667,93.91666667,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,31,10274.84542
"2253","tdh","Thulung",27.41666667,86.5,"Sino-Tibetan","Eurasia","NPL",0,30.5,2673,3205,1500,25.3644925,38,9895.779954
"2257","bod","Tibetan (Standard Spoken)",30,91,"Sino-Tibetan","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,38,10418.06614
"2258","tca","Ticuna",-4,-70.5,"Ticuna","South America","BRA",9,34.3,3263,312,1761,59.04878358,100,9663.328578
"2261","tir","Tigrinya",14.5,38.5,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,39,5791.048948
"2262","tik","Tikar",5.833333333,11.66666667,"Niger-Congo","Africa","CMR",5,16.7,2671,4092,1604,39.80453132,46,4479.177848
"2266","tri","Tiriyo",3.25,-55.75,"Cariban","South America","BRA",0,34.3,3263,312,1761,59.04878358,24,8764.562796
"2267","bod","Tibetan (Shigatse)",29,89,"Sino-Tibetan","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,38,10197.01394
"2268","tiv","Tiv",7.5,9,"Niger-Congo","Africa","NGA",3,22.2,2700,3741,1150,7.678118515,40,4713.676126
"2269","tiw","Tiwi",-11.5,131,"Tiwian","Australia","AUS",0,21.2,3276,1546,534,16.23875662,44,11299.7365
"2270","dih","Tiipay (Jamul)",32.16666667,-116.5,"Hokan","North America","USA",0,20.7,3682,2373,715,33.89972254,68,15848.02579
"2272","bag","Tuki",4.583333333,11.5,"Niger-Congo","Africa","CMR",4,16.7,2671,4092,1604,39.80453132,39,4344.676952
"2279","tli","Tlingit",59,-135,"Na-Dene","North America","USA",0,20.7,3682,2373,715,33.89972254,48,16615.97495
"2289","tam","Tamil",11,78.5,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,76,8070.011366
"2290","mla","Tamabo",-15.66666667,167.1666667,"Austronesian","Papunesia","VUT",0,40.6,2836,NA,NA,36.09515997,21,13587.63077
